fltmgrVersion,fltGlobals,frameList,rList,rCount,primaryLink,frameLinks,filters,filterName,filterInstances,registration,volumeInstances,instanceVolume,filterLink,callbacks
fltmgr_19041-1806.sys,29600,58,68,78,10,8,48,38,68,1a8,a0,38,70,a0
